api_key,app_name,app_store_url,app_details,app_submission_created_at,integrations,integration_count
9003362,Gro Post Purchase Upsell - Boost Average Order Values with Post Checkout Upsell Funnels,https://apps.shopify.com/gro-upsell,"Give a smart, risk-free boost to your revenues at no extra marketing cost. Offer post checkout one click upsells and downsells on your Shopify Store.",2025-04-21 22:13:03+00:00,['Shopify Checkout'],1
2441358,Sika HSA FSA Payments - Sika HSA FSA Payments,https://apps.shopify.com/sika-discovery,Grow sales and delight customers with HSA/FSA payment acceptance embedded in checkout,2025-04-21 22:13:10+00:00,"['Shopify Checkout', 'Stripe Connect']",2
9628312,Gracias Credit Limit - Enhance store sales with a customer credit system,https://apps.shopify.com/credit-limit,Credit limits are the ideal kind of loyalty programs since they encourage customers to keep coming back to the same store and keep their attention ...,2025-04-21 22:13:20+00:00,['Shopify Checkout'],1
7157173,"Fihub - Get financial insights, generated autonomously, in minutes",https://apps.shopify.com/fihub,Fihub is focused on delivering innovative Business Performance Management (BPM) software solutions specifically tailored for early-stage startups a...,2025-04-21 22:13:26+00:00,"['Xero', 'QuickBooks', 'Gusto']",3
4374633,シンプルボリュームディスカウント｜お手軽まとめ買い割引 - シンプルな日本製のボリュームディスカウントアプリ。商品毎にボリュームディスカウントができます。,https://apps.shopify.com/shopify-application-440,「シンプルボリュームディスカウント｜お手軽まとめ買い割引」は、商品毎にボリュームディスカウントを実現できるアプリです。割引率・定額割引による割引ができます。デモストアが用意されていますので、アプリの詳細な機能を確認したい方は、「デモストアを表示する」ボタンからアクセスしてください。...,2025-04-21 22:13:37+00:00,['Shopify Checkout'],1
8572933,Turny Returns & Exchanges - New Zealand Post Partnership,https://apps.shopify.com/turny,"New Zealand Post plug in, automation",2025-04-21 22:13:43+00:00,"['Fedex', 'Dhl', 'Eship', 'Shiphero', 'Skydropx', 'New Zealand Post Nzp']",6
2559013,Fraktjakt (Official) - Boka dina fraktsedlar och spåra dina beställningar automatiskt,https://apps.shopify.com/synka-fraktjakt,Shopify Fraktjakt från Synka+ är en integration som effektiviserar dina fraktprocesser och gör det enklare för dig att hantera frakt i din Shopify- ...,2025-04-21 22:13:52+00:00,"['Postnord', 'Fedex', 'Dhl', 'Schenker', 'Ups', 'Fraktjakt']",6
1270493,"Xboost: Product Reviews & UGC - Xboost Review - Unlimited Reviews, Maximize Photos & Videos",https://apps.shopify.com/xboost-product-reviews-ugc,Unlimited review requests to easily gather more customer feedback. Maximize photo and video reviews by offering discounts to boost engagement,2025-04-21 22:14:09+00:00,"['Google Shopping', 'Aliexpress', 'Google Rich Snippets']",3
1581990,MyGLS Professional - GLS Shipping App for Shopify Stores,https://apps.shopify.com/mygls-plugin-lite,Easily integrate GLS shipping services into your Shopify store with our app. Trusted by thousands of merchants for accurate and reliable shipping.,2025-04-21 22:14:16+00:00,"['Shopify Checkout', 'Mpl', 'Gls']",3
4909122,Dropship to UK — Wholesale2B - Pick & Sell thousands of Products from 100+ niches to...,https://apps.shopify.com/wholesale2b-uk,"The ultimate Dropshipping Solution for the UK: Sell Winning Products, Earn Profits, & Enhance Your Shopify Business Overnight. Say goodbye to the s...",2025-04-21 22:15:23+00:00,"['Weebly', 'Amazon', 'Ebay', 'Ecwid', 'Bigcommerce', 'Woocommerce']",6
7616719,King Checkout Rules - Shopify Checkout Rule,https://apps.shopify.com/king-checkout-rules,"Hide, rename, and reorder shipping/payment methods by conditions, Shipping discounts based on combinations of conditions.",2025-04-21 22:15:31+00:00,['Shopify Checkout'],1
2401747,WooChat WhatsApp Marketing - Boost Sales with Personalized WhatsApp Messages,https://apps.shopify.com/woochat,"WooChat Marketing Automation to Boost Sales and Increase Retention with WhatsApp Marketing

- Recover lost sales by retargeting abandoned carts and...",2025-04-21 22:15:38+00:00,"['Whatsapp Api', 'WhatsApp']",2
8159566,FA ‑ Privacy First Analytics - FA - Privacy First Analytics,https://apps.shopify.com/fasfy,"Fathom Analytics integration with Shopify via Pixel approach. Track conversions, checkout and cart events. Privacy first, GDPR compliant and GA alternative.",2025-04-21 22:15:44+00:00,"['Shopify Checkout', 'Shopify', 'Fathom Analytics']",3
8193222,Zotabox: Promote & Convert 20+ - Zotabox: Promotion & Conversion Tools for your Online Store,https://apps.shopify.com/zotabox-promotion-conversion-tool,"Convert visitors to customers with popups, banners, header bar, upsell tool, sliders, notifications and more. Captivate visitors and make them comeback for more",2025-04-21 22:16:07+00:00,"['Smile.Io', 'Mailchimp', 'Klaviyo', 'HubSpot', 'Constant Contact', 'Get Response']",6
6810493,Brevo Sendinblue by Combidesk - Sync customers and newsletter subscribers to Brevo.,https://apps.shopify.com/sendinblue-connector,"Stores relevant customer data in your Brevo subscriber list. Not only the name and email of your customers are stored in your Sendinblue account, b...",2025-04-21 22:16:24+00:00,"['Sendinblue', 'Brevo', 'Privy']",3
4363615,SourcinBox‑Dropshipping Agent - SourcinBox,https://apps.shopify.com/sourcinbox,"SourcinBox is a free dropshipping platform offering fulfillment services: Free product sourcing, lower price, fast shipping, free warehousing, private labeling.",2025-04-21 22:17:10+00:00,"['Aliexpress', 'PayPal']",2
2011108,File Upload To Inbox - File Upload To Inbox for Shopify,https://apps.shopify.com/file-to-inbox,"File Upload To Inbox for Shopify - get file uploads from customers with their orders to your Dropbox account. Unlimited files with each order,max 3 GB each file",2025-04-21 22:17:24+00:00,['Dropbox'],1
5700774,InStijl Shop Review Block - InStijl Shop Review Block voor Shopify,https://apps.shopify.com/instijl-shop-review-block,"Met InStijl Shop Review Block  kun je eenvoudig de beoordelingen van je webshop tonen, in je eigen huisstijl!",2025-04-21 22:17:38+00:00,"['Kiyoh', 'Trustpilot', 'The Feedback Company', 'Webwinkelkeur']",4
5703812,シンプル Coming Soon｜商品ページ発売予告アプリ - シンプルな日本製の Coming Soonアプリ。商品毎に発売予告を行えます。,https://apps.shopify.com/coming-soon-7,シンプル Coming Soon｜商品ページ発売予告アプリは、商品の発売予告（Coming Soon）を設定することができるアプリです。商品を購入できない状態で、ストアに表示することができます。カウントダウン機能もあるので、商品の期待感を高めることが可能です。シンプル Coming Soon ...,2025-04-21 22:17:52+00:00,['Shopify Checkout'],1
2916165,Codem SellDirect - Selldirect,https://apps.shopify.com/direct-selling-dev,"Introducing SelDirect, the ultimate solution for managing affiliates and maximizing rewards effortlessly. Seamlessly track commissions, empower affiliates with",2025-04-21 22:18:46+00:00,['Shopify Checkout'],1
9095475,Post Magic AI (with GPT‑4) - Generate blog articles using GPT AI in minutes,https://apps.shopify.com/post-magic-ai,"Powered by OpenAI's GPT-4, this app revolutionizes and simplifies content creation for businesses of all sizes. It tackles the common challenge of ...",2025-04-21 22:19:16+00:00,['Chatgpt'],1
5208215,Mergn - Mergn Customer Engagement Platform,https://apps.shopify.com/mergn,"Optimize conversions & customer retention with real-time customer insights, targeted segments, & personalized messaging across multiple channels like SMS, Email",2025-04-21 22:19:28+00:00,['Shopify Checkout'],1
9688313,MF Stamp : Stamp Card Loyalty - Increase repeat customers with stamp cards! Referral is also.,https://apps.shopify.com/mf-stamp,"Enhance customer engagement with stamp cards.

[Attract Repeat Customers] By presenting a visually clear goal, you can naturally encourage purchase...",2025-04-21 22:19:39+00:00,"['Kraviyo', 'Translate & Adapt', 'Shopify Flow']",3
2404040,Swag.com - Build Your Custom Company Store,https://apps.shopify.com/swag-com,"Swag.com and Shopify are making it easiy to set up a company store to sell your branded apparel, office goods, gifts and more.",2025-04-21 22:19:45+00:00,['Swag.Com'],1
5349189,Channels ‑ web calls and ivr. - Web calls for you and your customers.,https://apps.shopify.com/channels,Improve your customer experience and connect with allow them to connect with you in real time! Create your trial account and set up your business p...,2025-04-21 22:20:05+00:00,"['Pipedrive', 'HubSpot', 'Zapier', 'Zendesk', 'Livechat']",5
4777653,Free Ads & Traffic Collabs - Commission-Free Collaborative Affiliate Marketing,https://apps.shopify.com/collab-promotion-ads,Enhance your brand by finding and collaborating with other stores to promote your products to their audiences through their stores or newsletters.,2025-04-21 22:20:17+00:00,"['Mailchimp', 'Yopto', 'Klaviyo', 'Aftership']",4
9246647,Bobtail Sqquid Omnichannel - Omnichannel retail made easy,https://apps.shopify.com/sqquid-omnichannel-retail,"Bobtail Sqquid Omnichannel is a solution that helps retailers manage their online sales, merchandise online and automate order flow and fulfillment...",2025-04-21 22:20:24+00:00,"['Runit', 'Salesforce', 'Amazon', 'Magento', 'Bigcommerce', 'Googleshopping']",6
9565434,"Prime Product Badges Stickers - Prime Product Badges, Stickers, and Labels Shopify App",https://apps.shopify.com/prime-product-badges,"Automated product badges, stickers, and labels Shopify App. Highlight features, and automate promotions. Out of Stock, BFCM, Trending, Pre-Orders, Sale & more.",2025-04-21 22:20:40+00:00,"['Ultimate Filter App', 'Filter Apps', 'Globo Filter App', 'Gempages', 'Pagefly', 'Boost Filter App']",6
6498006,Customer.guru Net Promoter NPS - Track segmented Net Promoter Score with e-mail surveys,https://apps.shopify.com/customer-guru,"See how your customers are satisfied depending on the product they ordered, date of their first purchase (Christmas? Black Friday?), number of orde...",2025-04-21 22:21:33+00:00,"['Zapier', 'Desk', 'Zendesk', 'Facebook Ads', 'Google Analytics', 'Slack']",6
4026400,ViSenze AI Search & Recommend - AI Search & Smart Recommendations for Shopify,https://apps.shopify.com/visenze-search,Drive Conversions & AOV increase with AI Multi-Search (text/image/both) and Smart Recommendations. No-code setup for Shopify stores. Free trial available,2025-04-21 22:21:48+00:00,['Shopify Checkout'],1
4823756,シンプル顧客タグ注文割引｜顧客タグ BtoB 割引 - 【Shopifyアプリ】シンプル顧客タグ注文割引｜顧客タグ BtoB 割引,https://apps.shopify.com/btob,「シンプル顧客タグ注文割引｜顧客タグ BtoB 割引」は、Shopify 向けの注文割引アプリです。シンプルな料金体系で追加課金なし。日本製のため、日本語サポートも完備しています。,2025-04-21 22:21:58+00:00,['Shopify Checkout'],1
7297886,Looop ‑ Build with Webflow - Looop - Build Headless Shopify Storefronts in Webflow,https://apps.shopify.com/looop-build-with-webflow,"With just a few clicks, you can now create a Shopify storefront in Webflow by installing our app and importing your data to the Webflow CMS.",2025-04-21 22:22:06+00:00,"['Google Autofill', 'Webflow', 'Google Analytics', 'Fathom Analytics']",4
7313482,Meerkat Analytics - See where sales come from. Understand your customers.,https://apps.shopify.com/meerkat,"Meerkat Analytics offers easy UTM tracking, customer demographic insights, and clear data for informed decisions, making it simpler for Shopify mer...",2025-04-21 22:22:14+00:00,"['Meta Ads', 'Google Analytics', 'Klaviyo', 'Google Ads']",4
3857486,SHIP.com,https://apps.shopify.com/shipdotcom,SHIP.com is the go-to shipping solution for small businesses. Ship in just 3 clicks with exclusive access to the absolute lowest rates available. Save hours!,2025-04-21 22:22:52+00:00,"['Usps', 'Square', 'Etsy', 'Ups', 'PayPal']",5
2736159,Vipps/MobilePay Companion - Build trust in your store using Vipps/MobilePay branding,https://apps.shopify.com/vipps-companion,"With the Vipps/MobilePay Companion app, you unlock additional features. Seamlessly add order information to your customers app, which enables you t...",2025-04-21 22:23:19+00:00,"['Shopify Checkout', 'Vipps App', 'Mobilepay App']",3
1728969,"StoreYa pop ups, Email popups - Build Email Popups on Shopify",https://apps.shopify.com/coupon-pop,"The Coupon Pop will improve your conversion rate, increase your sales, and grow your email list by providing beautifully designed pop-ups, offers, ...",2025-04-21 22:23:29+00:00,"['Aweber', 'Mailchimp', 'Klaviyo', 'Infusionsoft', 'Constant Contact', 'Zapier']",6
8292568,Quizell AI Quiz & Form Builder - Quizell - AI-Powered Quizzes & Personalized Recommendations,https://apps.shopify.com/quizell-product-recommendation,Boost your online store's sales and engagement with Quizell. Create AI-powered quizzes & forms to personalized recommendations and enhance customer experience,2025-04-21 22:23:37+00:00,"['Omnisend', 'Mailchimp', 'Klaviyo', 'HubSpot', 'Zapier', 'Judge.me']",6
1053020,Cashify COD Order Confirmation - For India,https://apps.shopify.com/cod-order-confirmation,Unwanted & fake COD (Cash on Delivery) orders increases expense on logistics which affects your store revenue and so profit. This app helps you wit...,2025-04-21 22:23:46+00:00,['Shopify Checkout'],1
2439953,"Mergify: Merge, Combine Orders - Merge & combine orders to save on shipping costs",https://apps.shopify.com/bestapper-mergify,"Mergify helps you merge multiple orders into one order to reduce unnecessary shipping costs. You can combine orders by choosing them manually, or s...",2025-04-21 22:24:31+00:00,"['Shipstation', 'Vanga Ai • Upsell Assistant']",2
3986994,Discordify: Notifications Bot - Get order and refund notifications in Discord,https://apps.shopify.com/discord-notifications,"If you are tired of checking your Shopify notifications repeatedly, Discordify got you covered. Whenever an order is placed, canceled, completed, u...",2025-04-21 22:25:11+00:00,['Discord'],1
5098413,SEO Image Optimizer Wizard - Optimize your images and generate an SEO report,https://apps.shopify.com/benchmark-hero,"Our system will audit and rank your site for business, marketing, technical and eCommerce purposes. The system will guide you through actionable items.",2025-04-21 22:25:21+00:00,"['Image Optimization', 'Site Speed', 'Storeya', 'Seo']",4
2715114,PinkyPromise Dynamic Shipping - The dynamic shipping calculator for your checkout.,https://apps.shopify.com/pinkypromise,"Shoppers are more likely to buy and buy more often when they know when their order will arrive. This is a simple tool that does just that. 

You ca...",2025-04-21 22:25:30+00:00,"['Ups', 'Usps', 'Prettydamnquick']",3
3271581,"Yanet Retail Barcode Labels - A SKU & barcode generator for printing labels (UPC, EAN,...",https://apps.shopify.com/yanet-barcode-labels,"If you are looking for a professional yet simple-to-use solution on creating and printing product barcode labels, our Barcode Label app is absolute...",2025-04-21 22:26:04+00:00,['Stocky'],1
8232449,Vivid Discounts Manager PRO - Unlimited Discounts & Manager Shopify App - Smart Discounts,https://apps.shopify.com/advanced-discounts-manager,"Create automatic Shopify discounts based on requirements like cart total, cart weight, specific products or collections, tag, logged-in, spent, and many more.",2025-04-21 22:26:17+00:00,"['Coupon Code', 'Shopping Cart', 'Shopify Checkout', 'Discounts']",4
6607874,Shipify Delivery Estimate - Shipping/Delivery Estimate - Delivery Dates,https://apps.shopify.com/shipping-delivery-estimate,Shipping Delivery Estimate - Display estimated delivery dates. Easily display when a product should arrive by.,2025-04-21 22:27:01+00:00,"['Expected Delivery', 'Shipping Estimate', 'Delivery Estimate', 'Expected Delivery Date', 'Delivery Date']",5
9400427,Areviews ‑ Reviews Importer - Import Reviews from many platforms using Areviews App,https://apps.shopify.com/areviews-aliexpress,Areviews helps you to import photo reviews from AliExpress and other websites within a few seconds and collect photo reviews from your customers.,2025-04-21 22:27:09+00:00,"['Dsers', 'Shopee', 'Aliexpress', 'Amazon', 'Importify', 'Dropified']",6
3593856,"Clutch CDP & AI Loyalty - Clutch CDP, AI Loyalty and Retention for Shopify Merchants",https://apps.shopify.com/app9700,"Boost retention & ROI with the Clutch AI Loyalty App. Unify data, personalize offers, and automate SMS/email with real-time analytics for smarter growth.",2025-04-21 22:27:15+00:00,"['Shopify Checkout', 'Shopify POS', 'Customer Accounts']",3
9441652,Flare: Delivery Date Picker - Flare - Delivery Date Picker App on Shopify,https://apps.shopify.com/flare,"Flare is a Shopify app that lets customers pick a delivery date. Save hours managing order errors & delivery inquiries with our accurate, automated date picker.",2025-04-21 22:27:31+00:00,"['Shiptheory', 'Fedex', 'Customer Accounts', 'Shopify Checkout', 'Skio', 'Ups', 'Shipstation', 'Brightpearl']",8
2770354,Gang Sheeter - Design Upload,https://apps.shopify.com/gang-sheeter,"Customers can see what they will be recieving before they order, set dimensions, resize, get real time quality information for thier image, and uploads",2025-04-21 22:27:40+00:00,"['Desktop Software Connector', 'Desktop Gang Sheeter']",2
4987114,"All In One Commerce - All in One Commerce – Subscriptions, B2B & Checkout App",https://apps.shopify.com/all-in-one-commerce,"Manage subscriptions, B2B sales, checkout customization & shipping with one app. Simplify operations & boost revenue with All in One Commerce.",2025-04-21 22:27:55+00:00,"['Customer Accounts', 'Wholesale', 'Checkout Extensibility', 'Shopify Checkout', 'Subscriptions', 'Checkout Blocks', 'Advance Shipping Rules', 'B2B']",8
7715897,theMarketer: Email marketing - theMarketer - Email marketing & Loyalty program,https://apps.shopify.com/themarketer-com,"theMarketer is an email marketing and loyalty program platform enabling businesses to streamline their marketing processes, optimise their resource...",2025-04-21 22:28:23+00:00,"['Shopify Checkout', 'Themarketer.Com']",2
4226838,Tealium - This is the official Tealium App,https://apps.shopify.com/tealium,​​The Tealium application is built for users who have and want to integrate their Shopify and Tealium iQ Tag Manager (TiQ). This application allows...,2025-04-21 22:28:32+00:00,['Shopify Checkout'],1
1101560,LiveChat: Live Chat App - Live chat software your Shopify store needs to boosts sales,https://apps.shopify.com/livechat,"LiveChat helps you grow sales, give shopping advice, and answer customer questions in real-time. See what's in a customer's cart with a real-time cart preview.",2025-04-21 22:28:43+00:00,"['Mailchimp', 'Messenger', 'WhatsApp', 'Zapier', 'Shopify Checkout', 'Facebook', 'Instagram']",7
2982061,Appify: Survey Honey - Shopify Survey Honey App,https://apps.shopify.com/appify-survey-honey,Use Survey Honey and collect user feedback. It is the most feature reach among Shopify survey apps. Try our easy to use  surveyhoney created for you!,2025-04-21 22:28:59+00:00,"['Zapier', 'Google Sheets', 'Recaptcha', 'Chatgpt', 'PayPal', 'Stripe']",6
3301632,Winback: SMS Marketing - Winback: SMS Marketing,https://apps.shopify.com/winback,"With Winback, you can easily build your SMS list, send personalized messages, recover abandoned carts, drive post-purchase upsells, and create automations to dr",2025-04-21 22:29:20+00:00,"['At&T', 'T-Mobile', 'Verizon']",3
2269660,"My AskAI: AI Support Chatbot - AI support chatbot for Zendesk, Intercom, Gorgias & more.",https://apps.shopify.com/my-askai-ai-support-agent,"Add your store, FAQs, and help center with 1-click to train your AI chatbot. 

Your AI agent answers common support questions instantly, 24/7, in a...",2025-04-21 22:29:29+00:00,"['Email', 'Freshdesk', 'Intercom', 'Zendesk', 'Gorgias', 'Freshchat']",6
3428872,"Sktch.io Theme Builder - Build Unique Themes Visually, No Code Required.",https://apps.shopify.com/sktch-io-theme-builder,"Create beautiful and unique online stores to provide the best user experience for your customers.

Sktch.io's App for Creating Shopify Themes is a ...",2025-04-21 22:29:52+00:00,['Sktch.Io'],1
2560393,Shipcheck Shipping Protection - Best Shipping protection app for your Shopify store,https://apps.shopify.com/shipcheck,"Run your own Shipping Protection program on Shopify store. Offset shipping costs, increase revenue, and provide customers with peace of mind during delivery",2025-04-21 22:30:00+00:00,['Shopify Checkout'],1
7384377,Beyond Sync - Import Products to Your Beyond Main Store,https://apps.shopify.com/beyond-main,"Save time by downloading all your active products to Beyond Main. You can match your store locations, collections, and vendors (brands) to Beyond M...",2025-04-21 22:30:21+00:00,['Beyond Main'],1
1272070,Bullseye Store Locator - The store locator platform for location marketers,https://apps.shopify.com/bullseye-store-locator,"Bullseye’s Shopify Store Locator App can be added to your Shopify store in minutes without the help of a developer. Our HTML5, responsive interface...",2025-04-21 22:30:27+00:00,"['Google My Business', 'HubSpot', 'Salesforce', 'Zapier', 'Revbase', 'Genesis']",6
9906012,Daeda Wishlist - Simple Wishlist App - Save Favourite Products Easily,https://apps.shopify.com/daeda-wishlist,"Let customers save their favourite products for quick access and easy checkout. A simple, effective wishlist solution for any Shopify store.",2025-04-21 22:30:52+00:00,['Klaviyo'],1
4383696,SocialSender Facebook DMs - Send marketing messages directly to your follower's FB inbox,https://apps.shopify.com/social-sender,SocialSender allows you to build subscriber lists of people who have interacted with your page on Facebook or Instagram. You can then send marketin...,2025-04-21 22:31:01+00:00,"['Facebook', 'Instagram', 'Messenger']",3
3019396,Abra Promotions - Abra Auto,https://apps.shopify.com/abra-discount-links,"Auto-apply discounts with dynamic pricing, highlight promotions with popups, add a free gift with purchase and cart upsells to increase conversions and revenue",2025-04-21 22:31:09+00:00,"['Aftersell', 'Alia', 'Klaviyo', 'Upcart', 'Social Snowball', 'Shopify Checkout', 'Tapcart']",7
6735890,Cart Buddy: Checkout upsells - Shopify checkout AI/Smart upsells and cross-sells,https://apps.shopify.com/cart-buddy-checkout-upsells,"AI-powered upsell app. Display personalized product recommendations, seamless integration with Shopify.",2025-04-21 22:31:20+00:00,"['Shopify Checkout', 'Shopify']",2
9480625,iSpring Learn - Cloud LMS for Employee Training,https://apps.shopify.com/ispring-sync-global,Get the most out of your corporate training with iSpring Learn's cloud-based LMS,2025-04-21 22:31:30+00:00,['Ispring Learn'],1
1918578,Appstle℠ Subscriptions App - Best Subscriptions App for eCommerce Subscriptions,https://apps.shopify.com/subscriptions-by-appstle,"Set up a powerful E-Commerce Subscription model on your online store. Explore build a box, replenishment, curation and other models today. Migration for Yotpo.",2025-04-21 22:31:56+00:00,"['Klaviyo', 'Customer Accounts', 'Zapier', 'Shopify Checkout', 'Growave', 'Pagefly', 'Yotpo', 'Gorgias', 'Shopify Flow']",9
1010421,Loloyal: Loyalty Rewards Refer - Loloyal: Loyalty & Rewards - Leading Shopify Loyalty App,https://apps.shopify.com/loloyal,"Drive repeat sales, reduce acquisition costs, and maximize customer lifetime value with Loloyal's complete loyalty solution: points, referrals & VIP tiers",2025-04-21 22:32:13+00:00,"['Willdesk: Live Chat & Helpdesk', 'Klaviyo: Email Marketing & Sms', 'Seal Subscriptions', 'Shopify POS', 'Shopify Checkout', 'Judgeme Product Reviews App', 'Pagefly', 'Shopify Flow', 'Trustoo']",9
6411969,Meetanshi Shipping Per Item - Meetanshi Shipping Per Item/Order & Flat Rate,https://apps.shopify.com/meetanshi-shipping-per-item,Charge shipping rates per product or order. Simple app to add item-wise shipping rates in Shopify and improve shipping strategy.,2025-04-21 22:32:20+00:00,"['Shipping Per Items', 'Flat Rate Per Item', 'Shipping Rate']",3
5607745,"S: Estimated Delivery Date ETA - Synctrack Estimated Delivery Date, EDD, ETA",https://apps.shopify.com/omega-estimated-shipping-date,"Boost conversion rate with estimated delivery date EDD and time on your website's product page, cart, thank you page and email, along with a timer for urgency",2025-04-21 22:32:30+00:00,"['Customer Accounts', 'Delivery Time', 'Shiprocket', 'Shopify Checkout', 'Estimated Delivery Date', 'Delivery Date']",6
3256720,Fixed Add To Cart Bar PRO - A Shopify App That Makes Checkout Easier and Faster,https://apps.shopify.com/fixed-add-to-cart-bar,Increase conversions and reduce cart abandonment with a sticky add to cart button that follows shoppers around your store.,2025-04-21 22:32:40+00:00,"['Loox', 'Product Bundle', 'Upsell', 'Gempage', 'Wholesale', 'Preorder', 'Volume Discount', 'Crosell', 'Pagefly', 'Yotpo', 'Shogun', 'Zipify', 'Judge.me']",13
3130226,ChatGPT‑AI Product Description - Generate SEO Friendly Product Descriptions With ChatGPT - Bulk,https://apps.shopify.com/automated-description-writing,"Introducing ""Product Description Generator"" app powered by advanced AI technology. With our app, you can quickly and easily generate high-quality, ...",2025-04-21 22:32:50+00:00,"['Gpt-4O', 'Chatgpt 4', 'Shopify Flow']",3
8866426,Shop with Friends - Shop with Friends,https://apps.shopify.com/polls-platform,"People like to get input from friends before buying. Your customers are already doing this in their group chats.

Tap into this behavior and give y...",2025-04-21 22:32:56+00:00,['Shopify Checkout'],1
3417017,CAPI Facebook Pixel Meta API - Easily Install Facebook and Instagram Pixels for Meta Ads.,https://apps.shopify.com/adtrace-facebook-pixel-conversion-api,Setup the Meta Pixels with ease using AdTrace. We have a simple way to connect the Meta pixel to your store. Plus we integrate with the Conversion ...,2025-04-21 22:33:27+00:00,"['Meta Ads', 'Facebook Api', 'Meta', 'Instagram Ads', 'Shopify Checkout', 'Facebook', 'Facebook Ads']",7
9300312,Shipink - Ship your orders with any carriers from Turkey,https://apps.shopify.com/shipink,"Shipink is a new and innovative way for e-commerce companies to easily integrate and use the shipping companies they want to work with. 

We develo...",2025-04-21 22:33:48+00:00,"['Ups', 'Fedex', 'Aramex']",3
4979238,Bexio Connector by Helvy - Save time by synchronizing your shop with Bexio,https://apps.shopify.com/helvy-bexio-connector,The swissmade Bexio Connector by Helvy fully automates the synchronization of your Shopify shop with Bexio to save your time and the one from your ...,2025-04-21 22:33:57+00:00,['Bexio'],1
1570676,"Geolocation ‑ GLC - Free Geolocation, Multi-Language & Currency App for Shopify",https://apps.shopify.com/gelacy,"Localize the shopping experience based on geolocation (customers' location), language, and currency. A must-have to boost international sales. Install FREE now!",2025-04-21 22:34:04+00:00,"['Product Reviews', 'Trust Badges', 'Translate & Adapt', 'Shipping Bar', 'Sales Pop', 'Judge.me']",6
6520106,Dyna Dynamic Price & Discount - Dyna: Real-Time Price Adjustments and Discounts for Your Store,https://apps.shopify.com/dyna-dynamic-pricing-discounts,"Simplify discount management and creation by DYNA to handle discounts, BOGO deals, tiered discounts. Encourage higher spending by previewing discou...",2025-04-21 22:34:09+00:00,['Shopify Checkout'],1
3310600,Skymetrics - Skymetrics,https://apps.shopify.com/skymetrics,"Skymetrics transforms ecommerce metrics into actionable insights, empowering you to optimize traffic, boost conversions, and grow revenue.",2025-04-21 22:34:18+00:00,['Shopify Checkout'],1
3378644,Tevello Courses & Communities - Sell Online Courses & Digital Products On Your Shopify Store,https://apps.shopify.com/courses-app,Connect with your audience by selling your online courses and digital products with our Shopify LMS Courses App. Build a community & encourage repeat purchases.,2025-04-21 22:34:23+00:00,"['Customer Accounts', 'Vimeo', 'Seal Subscriptions', 'Wistia', 'Youtube', 'Appstle Subscriptions', 'Shopify Checkout', 'Zipify Pages & Ocu', 'Shopify Flow']",9
5191294,Singuli Connector - Singuli provides inventory management and demand forecasting,https://apps.shopify.com/singuli,"Bring AI to your demand forecasting and inventory management with Singuli. Our Connector app brings in your Shopify store data, including orders, l...",2025-04-21 22:34:29+00:00,"['Amazon', 'Flexport', 'Shiphero', 'Facebook Ads Manager', 'Tiktok Ads', 'Google Analytics']",6
8916891,Cleverific Order Editing - Cleverific: Self-Serve Order Editing App for Shopify Stores,https://apps.shopify.com/edit-order,"Edit orders easily with Cleverific - customers can make changes to their Shopify orders after checkout, while staff handles complex order edits from the admin.",2025-04-21 22:34:39+00:00,"['Klaviyo', 'Customer Accounts', 'Recharge', 'Shopify Checkout', 'Oracle Netsuite', 'Order Printer Pro', 'Shipstation', 'Shopify Flow', 'Sap']",9
5511781,HKT: Spin Wheel ‑ Email Pop Up - Game popup for customer engagement to grow Email subscribers,https://apps.shopify.com/hkt-spin-wheel-email-popup,"Attract more customer and drive sales at your shop with our exclusive coupon wheel app! 
Give your customers a thrilling experience by letting them...",2025-04-21 22:35:26+00:00,"['Mailchimp', 'Klaviyo', 'Activecampaign', 'Getresponse', 'Shopify Flow']",5
3453518,"Remarkety ‑ Email, SMS, Social - Email & SMS marketing automation for Shopify",https://apps.shopify.com/remarkety-for-shopify,"Maximize revenue and conversions with Remarkety’s AI-powered marketing automation platform. Designed specifically for eCommerce, Remarkety leverage...",2025-04-21 22:35:33+00:00,"['Smile.Io', 'Zapier', 'Justuno', 'Facebook', 'Wheel.Io', 'Nosto']",6
4508236,Nectar AI Sales and Chat Agent - Provide customer support & capture product interests using AI,https://apps.shopify.com/nectarom-ai-agent,"Within minutes, our app sets you up with a custom AI chat agent that drives sales + marketing for your site by answering customer questions and cap...",2025-04-21 22:36:02+00:00,['Mailchimp'],1
2339067,Dead Simple Product Embed - Dead Simple Product Embed: Add shoppable products to blogs,https://apps.shopify.com/product-embed,Easily embed any of your products into your blog posts so customers can buy them directly from the article.,2025-04-21 22:36:19+00:00,['Dead Simple Blog Sync'],1
7352241,Fast Simon AI Search & Filters - search,https://apps.shopify.com/instant-search,Maximize your store sales & ROI with this easy-to-install app that will skyrocket your conversion rate instantly.,2025-04-21 22:36:37+00:00,"['Klaviyo', 'Customer Accounts', 'Shopify POS', 'Shopify Checkout', 'Stamped.Io', 'Yotpo', 'Okendo', 'Langify', 'Tapcart']",9
